Placement,Reporting Ends,Reach,Impressions, Date,CampaignName,AdSetName,AdName,Frequency,LinkClicks,CTR,CPC,WebForms,CostPerWebForms,VideoPlays,VideoPlays50%,VideoPlays100%,Reporting Starts,Media Source,Creative,,,,Random Date
video_feeds,2021-11-05,2,7,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,5,1,1,2021-11-05,Facebook,Fish,,,,11/7/2021 0:00
search,2021-11-05,2,3,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,4,3,2,2021-11-05,Facebook,Fish,,,,11/6/2021 0:00
instream_video,2021-11-05,6,5,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,5,3,4,2021-11-05,Facebook,Fish,,,,11/7/2021 0:00
instant_article,2021-11-05,2,6,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,4,5,0,2021-11-05,Facebook,Dog Grooming Services,,,,11/5/2021 0:00
marketplace,2021-11-05,5,3,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,3,3,5,2021-11-05,Facebook,Dog Grooming Services,,,,11/5/2021 0:00
instream_video,2021-11-05,6,5,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,4,4,4,2021-11-05,Facebook,Dog Grooming Services,,,,11/9/2021 0:00
video_feeds,2021-11-05,6,1,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,2,,,,,4,1,1,2021-11-05,Facebook,Dog Grooming Services,,,,10/31/2021 0:00
facebook_stories,2021-11-05,7,4,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,0,3,5,2021-11-05,Facebook,Dog Grooming Services,,,,11/1/2021 0:00
feed,2021-11-05,20,21,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,4,2,1,2021-11-05,Facebook,Dog Grooming Services,,,,11/3/2021 0:00
search,2021-11-05,4,6,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,2,,,,,4,4,2,2021-11-05,Facebook,Dog Grooming Services,,,,10/31/2021 0:00
facebook_stories,2021-11-05,15,14,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,2,3,3,2021-11-05,Facebook,Dog,,,,11/9/2021 0:00
feed,2021-11-05,14,18,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,0,,,,,3,5,1,2021-11-05,Facebook,Retargeting,,,,11/6/2021 0:00
instagram_stories,2021-11-05,3,4,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,1,5,0,2021-11-05,Instagram,Retargeting,,,,11/1/2021 0:00
facebook_stories,2021-11-05,6,5,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,3,,,,,2,1,2,2021-11-05,Facebook,Retargeting,,,,11/10/2021 0:00
video_feeds,2021-11-05,6,4,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,1,1,5,2021-11-05,Facebook,Retargeting,,,,11/2/2021 0:00
instream_video,2021-11-05,3,1,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,1,,,,,1,0,5,2021-11-05,Facebook,Retargeting,,,,11/9/2021 0:00
instant_article,2021-11-05,5,3,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,5,,,,,0,0,1,2021-11-05,Facebook,Retargeting,,,,11/7/2021 0:00
video_feeds,2021-11-05,9,12,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,5,3,3,2021-11-05,Facebook,Dog,,,,11/3/2021 0:00
marketplace,2021-11-05,5,7,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,0,4,3,2021-11-05,Facebook,Dog,,,,10/31/2021 0:00
instant_article,2021-11-05,10,5,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,5,0,2,2021-11-05,Facebook,Dog,,,,11/10/2021 0:00
instagram_stories,2021-11-05,8,7,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,4,4,4,2021-11-05,Instagram,Dog,,,,11/10/2021 0:00
instream_video,2021-11-05,6,4,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,4,5,4,2021-11-05,Facebook,Dog,,,,11/5/2021 0:00
video_feeds,2021-11-05,32,32,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,1,,,,,4,4,1,2021-11-05,Facebook,Reptile,,,,11/5/2021 0:00
instagram_stories,2021-11-05,32,29,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,0,,,,,5,4,3,2021-11-05,Instagram,Reptile,,,,11/3/2021 0:00
search,2021-11-05,6,3,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,2,2,0,2021-11-05,Facebook,Reptile,,,,11/3/2021 0:00
instagram_explore,2021-11-05,3,7,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,1,,,,,0,4,5,2021-11-05,Instagram,Reptile,,,,10/31/2021 0:00
instagram_explore,2021-11-06,5,6,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,1,,,,,3,1,0,2021-11-06,Instagram,Retargeting,,,,11/1/2021 0:00
instagram_stories,2021-11-06,7,7,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,1,,,,,3,3,0,2021-11-06,Instagram,Retargeting,,,,11/5/2021 0:00
instagram_explore,2021-11-06,6,9,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,4,0,0,2021-11-06,Instagram,Fish,,,,11/2/2021 0:00
instagram_stories,2021-11-06,38,37,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,4,3,1,2021-11-06,Instagram,Fish,,,,11/6/2021 0:00
instream_video,2021-11-06,7,7,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,4,2,4,2021-11-06,Facebook,Fish,,,,11/6/2021 0:00
instant_article,2021-11-06,4,5,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,5,3,3,2021-11-06,Facebook,Fish,,,,11/3/2021 0:00
video_feeds,2021-11-06,5,2,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,4,,,,,5,2,0,2021-11-06,Facebook,Fish,,,,11/9/2021 0:00
facebook_stories,2021-11-06,5,5,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,0,3,4,2021-11-06,Facebook,Fish,,,,11/10/2021 0:00
facebook_stories,2021-11-06,7,7,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,5,,,,,2,2,1,2021-11-06,Facebook,Retargeting,,,,11/3/2021 0:00
instream_video,2021-11-06,7,5,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,3,,,,,5,4,0,2021-11-06,Facebook,Retargeting,,,,11/5/2021 0:00
video_feeds,2021-11-06,6,3,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,4,,,,,1,1,1,2021-11-06,Facebook,Retargeting,,,,11/3/2021 0:00
facebook_stories,2021-11-06,51,53,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,3,,,,,4,1,5,2021-11-06,Facebook,Reptile,,,,11/1/2021 0:00
video_feeds,2021-11-06,29,25,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,0,1,0,2021-11-06,Facebook,Reptile,,,,11/2/2021 0:00
instream_video,2021-11-06,29,29,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,0,,,,,5,0,2,2021-11-06,Facebook,Reptile,,,,11/1/2021 0:00
instagram_explore,2021-11-06,7,8,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,2,,,,,4,4,4,2021-11-06,Instagram,Reptile,,,,11/4/2021 0:00
instagram_stories,2021-11-06,15,19,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,1,2,2,2021-11-06,Instagram,Dog,,,,11/8/2021 0:00
marketplace,2021-11-06,8,11,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,5,2,3,2021-11-06,Facebook,Dog,,,,11/11/2021 0:00
facebook_stories,2021-11-06,6,5,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,3,5,1,2021-11-06,Facebook,Dog,,,,11/6/2021 0:00
instream_video,2021-11-06,7,8,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,2,5,1,2021-11-06,Facebook,Dog,,,,11/1/2021 0:00
video_feeds,2021-11-06,9,7,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,3,2,0,2021-11-06,Facebook,Dog,,,,11/6/2021 0:00
instant_article,2021-11-06,3,3,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,4,0,0,2021-11-06,Facebook,Dog,,,,11/3/2021 0:00
instagram_stories,2021-11-06,9,9,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,4,0,1,2021-11-06,Instagram,Dog Grooming Services,,,,11/4/2021 0:00
instant_article,2021-11-06,7,4,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,3,5,2,2021-11-06,Facebook,Dog Grooming Services,,,,11/1/2021 0:00
facebook_stories,2021-11-06,5,6,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,5,1,0,2021-11-06,Facebook,Dog Grooming Services,,,,11/11/2021 0:00
instagram_stories,2021-11-07,9,11,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,0,,,,,3,0,5,2021-11-07,Instagram,Retargeting,,,,11/11/2021 0:00
facebook_stories,2021-11-07,11,12,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,3,,,,,1,3,5,2021-11-07,Facebook,Retargeting,,,,11/8/2021 0:00
instream_video,2021-11-07,4,5,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,5,,,,,4,5,0,2021-11-07,Facebook,Retargeting,,,,11/2/2021 0:00
video_feeds,2021-11-07,1,5,11/12/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,1,2,5,2021-11-07,Facebook,Retargeting,,,,11/12/2021 0:00
instream_video,2021-11-07,8,3,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,2,3,3,2021-11-07,Facebook,Fish,,,,11/3/2021 0:00
video_feeds,2021-11-07,10,9,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,4,2,1,2021-11-07,Facebook,Fish,,,,11/6/2021 0:00
instagram_stories,2021-11-07,11,12,11/12/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,2,0,3,2021-11-07,Instagram,Fish,,,,11/12/2021 0:00
search,2021-11-07,10,10,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,2,2,3,2021-11-07,Facebook,Fish,,,,11/10/2021 0:00
facebook_stories,2021-11-07,31,34,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,1,2,3,2021-11-07,Facebook,Dog,,,,11/4/2021 0:00
search,2021-11-07,14,15,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,3,5,1,2021-11-07,Facebook,Dog,,,,11/3/2021 0:00
instagram_stories,2021-11-07,15,16,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,3,3,3,2021-11-07,Instagram,Dog,,,,11/11/2021 0:00
instream_video,2021-11-07,8,7,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,0,1,2,2021-11-07,Facebook,Dog,,,,11/3/2021 0:00
instagram_explore,2021-11-07,3,6,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,1,2,4,2021-11-07,Instagram,Dog,,,,11/9/2021 0:00
instagram_explore,2021-11-07,2,7,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,0,1,3,2021-11-07,Instagram,Reptile,,,,11/9/2021 0:00
video_feeds,2021-11-07,22,22,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,4,,,,,2,5,3,2021-11-07,Facebook,Reptile,,,,11/2/2021 0:00
marketplace,2021-11-07,33,38,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,3,,,,,5,2,5,2021-11-07,Facebook,Reptile,,,,11/5/2021 0:00
instagram_stories,2021-11-07,11,14,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,2,,,,,4,2,3,2021-11-07,Instagram,Dog Grooming Services,,,,11/9/2021 0:00
facebook_stories,2021-11-07,18,17,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,1,,,,,0,1,1,2021-11-07,Facebook,Dog Grooming Services,,,,11/2/2021 0:00
instream_video,2021-11-07,5,5,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,2,1,0,2021-11-07,Facebook,Dog Grooming Services,,,,11/11/2021 0:00
marketplace,2021-11-07,6,7,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,2,1,1,2021-11-07,Facebook,Dog Grooming Services,,,,11/7/2021 0:00
search,2021-11-07,2,2,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,2,3,4,2021-11-07,Facebook,Dog Grooming Services,,,,11/3/2021 0:00
video_feeds,2021-11-08,6,3,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,4,,,,,3,0,4,2021-11-08,Facebook,Fish,,,,11/10/2021 0:00
instagram_stories,2021-11-08,27,23,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,4,5,0,2021-11-08,Instagram,Fish,,,,11/8/2021 0:00
instream_video,2021-11-08,11,8,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,5,5,4,2021-11-08,Facebook,Fish,,,,11/6/2021 0:00
instant_article,2021-11-08,12,10,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,3,3,1,2021-11-08,Facebook,Fish,,,,11/10/2021 0:00
facebook_stories,2021-11-08,12,12,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,0,1,3,2021-11-08,Facebook,Fish,,,,11/9/2021 0:00
search,2021-11-08,6,5,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,3,0,2,2021-11-08,Facebook,Fish,,,,11/3/2021 0:00
marketplace,2021-11-08,3,2,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,1,4,2,2021-11-08,Facebook,Fish,,,,11/4/2021 0:00
facebook_stories,2021-11-08,8,8,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,4,0,3,2021-11-08,Facebook,Dog Grooming Services,,,,11/9/2021 0:00
feed,2021-11-08,30,30,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,1,,,,,3,2,3,2021-11-08,Facebook,Dog Grooming Services,,,,11/9/2021 0:00
instagram_stories,2021-11-08,21,17,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,3,3,2,2021-11-08,Instagram,Dog Grooming Services,,,,11/7/2021 0:00
instream_video,2021-11-08,15,18,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,1,0,1,2021-11-08,Facebook,Dog Grooming Services,,,,11/10/2021 0:00
instant_article,2021-11-08,11,10,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,1,1,5,2021-11-08,Facebook,Dog Grooming Services,,,,11/6/2021 0:00
video_feeds,2021-11-08,5,6,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,1,4,4,2021-11-08,Facebook,Dog Grooming Services,,,,11/10/2021 0:00
search,2021-11-08,5,1,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,2,,,,,1,3,5,2021-11-08,Facebook,Dog Grooming Services,,,,11/4/2021 0:00
video_feeds,2021-11-08,21,25,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,1,4,2,2021-11-08,Facebook,Reptile,,,,11/4/2021 0:00
instream_video,2021-11-08,64,60,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,3,,,,,5,3,5,2021-11-08,Facebook,Reptile,,,,11/7/2021 0:00
marketplace,2021-11-08,24,21,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,3,,,,,3,1,2,2021-11-08,Facebook,Reptile,,,,11/9/2021 0:00
search,2021-11-08,18,21,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,3,3,0,2021-11-08,Facebook,Reptile,,,,11/7/2021 0:00
instagram_explore,2021-11-08,3,3,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,3,,,,,1,5,5,2021-11-08,Instagram,Reptile,,,,11/4/2021 0:00
video_feeds,2021-11-08,4,3,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,4,5,0,2021-11-08,Facebook,Retargeting,,,,11/11/2021 0:00
instream_video,2021-11-08,5,6,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,4,0,5,2021-11-08,Facebook,Retargeting,,,,11/9/2021 0:00
instagram_stories,2021-11-08,6,2,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,4,,,,,1,0,5,2021-11-08,Instagram,Retargeting,,,,11/8/2021 0:00
facebook_stories,2021-11-08,5,6,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,4,,,,,3,5,4,2021-11-08,Facebook,Retargeting,,,,11/11/2021 0:00
instagram_stories,2021-11-08,33,36,11/12/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,1,3,4,2021-11-08,Instagram,Dog,,,,11/12/2021 0:00
facebook_stories,2021-11-08,27,29,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,2,3,0,2021-11-08,Facebook,Dog,,,,11/11/2021 0:00
instream_video,2021-11-08,20,21,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,4,3,5,2021-11-08,Facebook,Dog,,,,11/5/2021 0:00
video_feeds,2021-11-08,19,20,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,5,,,,,0,2,3,2021-11-08,Facebook,Dog,,,,11/4/2021 0:00
instagram_explore,2021-11-09,6,5,11/14/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,4,,,,,5,3,3,2021-11-09,Instagram,Fish,,,,11/14/2021 0:00
search,2021-11-09,2,3,11/14/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,4,5,2,2021-11-09,Facebook,Fish,,,,11/14/2021 0:00
instagram_stories,2021-11-09,79,79,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,2,1,4,2021-11-09,Instagram,Fish,,,,11/9/2021 0:00
facebook_stories,2021-11-09,23,24,11/14/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,0,0,3,2021-11-09,Facebook,Fish,,,,11/14/2021 0:00
instant_article,2021-11-09,22,23,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,4,1,4,2021-11-09,Facebook,Fish,,,,11/8/2021 0:00
video_feeds,2021-11-09,21,24,11/10/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,2,4,4,2021-11-09,Facebook,Fish,,,,11/10/2021 0:00
instream_video,2021-11-09,16,16,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,4,5,2,2021-11-09,Facebook,Fish,,,,11/5/2021 0:00
video_feeds,2021-11-09,23,25,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,3,5,3,2021-11-09,Facebook,Reptile,,,,11/11/2021 0:00
marketplace,2021-11-09,26,25,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,1,,,,,1,0,4,2021-11-09,Facebook,Reptile,,,,11/9/2021 0:00
instream_video,2021-11-09,66,71,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,0,,,,,5,2,2,2021-11-09,Facebook,Reptile,,,,11/11/2021 0:00
facebook_stories,2021-11-09,35,34,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,1,,,,,0,3,2,2021-11-09,Facebook,Reptile,,,,11/9/2021 0:00
instagram_stories,2021-11-09,31,30,11/14/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,4,,,,,0,2,1,2021-11-09,Instagram,Retargeting,,,,11/14/2021 0:00
instant_article,2021-11-09,11,11,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,2,0,0,2021-11-09,Facebook,Retargeting,,,,11/8/2021 0:00
marketplace,2021-11-09,8,9,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,3,,,,,5,3,4,2021-11-09,Facebook,Retargeting,,,,11/9/2021 0:00
instream_video,2021-11-09,6,8,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,0,,,,,2,1,2,2021-11-09,Facebook,Retargeting,,,,11/9/2021 0:00
instagram_stories,2021-11-09,65,64,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,2,3,1,2021-11-09,Instagram,Dog,,,,11/8/2021 0:00
instream_video,2021-11-09,21,23,11/12/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,1,3,2,2021-11-09,Facebook,Dog,,,,11/12/2021 0:00
video_feeds,2021-11-09,24,24,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,4,0,3,2021-11-09,Facebook,Dog,,,,11/5/2021 0:00
facebook_stories,2021-11-09,14,17,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,3,1,5,2021-11-09,Facebook,Dog,,,,11/4/2021 0:00
marketplace,2021-11-09,14,11,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,3,4,4,2021-11-09,Facebook,Dog,,,,11/11/2021 0:00
instant_article,2021-11-09,13,15,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,5,5,3,2021-11-09,Facebook,Dog,,,,11/6/2021 0:00
search,2021-11-09,3,3,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,5,1,2,2021-11-09,Facebook,Dog,,,,11/11/2021 0:00
instagram_explore,2021-11-09,6,6,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,2,4,3,2021-11-09,Instagram,Dog,,,,11/8/2021 0:00
marketplace,2021-11-09,5,2,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,5,1,5,2021-11-09,Facebook,Dog Grooming Services,,,,11/7/2021 0:00
video_feeds,2021-11-09,7,9,11/12/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,2,1,5,2021-11-09,Facebook,Dog Grooming Services,,,,11/12/2021 0:00
feed,2021-11-09,30,35,11/11/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,5,,,,,5,1,3,2021-11-09,Facebook,Dog Grooming Services,,,,11/11/2021 0:00
instant_article,2021-11-09,14,17,11/12/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,1,4,1,2021-11-09,Facebook,Dog Grooming Services,,,,11/12/2021 0:00
facebook_stories,2021-11-10,17,16,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,5,4,2,2021-11-10,Facebook,Fish,,,,11/8/2021 0:00
instream_video,2021-11-10,14,15,11/13/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,1,4,3,2021-11-10,Facebook,Fish,,,,11/13/2021 0:00
video_feeds,2021-11-10,12,10,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,5,3,2,2021-11-10,Facebook,Fish,,,,11/8/2021 0:00
instagram_stories,2021-11-10,35,32,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,0,4,4,2021-11-10,Instagram,Fish,,,,11/5/2021 0:00
instagram_stories,2021-11-10,22,25,11/14/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,4,,,,,5,0,4,2021-11-10,Instagram,Retargeting,,,,11/14/2021 0:00
